CIK|Ticker|Name|Exchange|SIC|Business|Incorporated|IRS
1369608|AGWS|Advanced Growing Systems Inc||5190|GA|NV|204281128
1020676|AGWT|Atmospheric Glow Technologies Inc||8711|TN|DE|621647888
100591|AGX|Argan Inc|NYSE|1700|MD|DE|131947195
1167887|AGXM|Argentex Mining Corp||1400|A1|DE|710867623
895385|AGY|Argosy Gaming Co||7900|IL|DE|371304247
78749|AGYS|Agilysys Inc|NASDAQ|7373|2Q|OH|340907152
845752|AH|Armor Holdings Inc|NYSE|3842|FL|DE|593392443
1472595|AH|Accretive Health Inc|NYSE|8741|IL|DE|20698101
1413898|AHC|A H Belo Corp|NYSE|2711|TX|DE|383765318
890634|AHCI|Allied Healthcare International Inc||8082|NY|NY|133098275
945634|AHFP|Artisanal Brands Inc|OTC|2020|NY|NY|411759882
882289|AHG|Apria Healthcare Group Inc||8082|CA|DE|330488566
1344980|AHGP|Alliance Holdings GP LP|NASDAQ|1221|OK|DE|30573898
1256536|AHH|American Home Mortgage Investment Corp|NYSE|6798||MD|200103914
1297178|AHH|Accredited Mortgage Loan REIT Trust|NYSE|6798|CA|MD|352231035
1569187|AHH|Armada Hoffler Properties Inc|NYSE|6500|VA|MD|461214914
909950|AHI|Allied Systems Holdings Inc|NYSE MKT|4213|GA|GA|580360550
1372813|AHII|Animal Health International Inc|OTCBB|5047|TX|DE|710982698
1267395|AHL|Aspen Insurance Holdings LTD|NYSE|6331|D0|D0|
1089504|AHMH|American Home Mortgage Holdings Inc||6162|NY||134066303
1158702|AHMR|Apache Motor Corp||3714||NV|760603927
720480|AHN|Atc Healthcare Inc|NYSE MKT|7363|NY|DE|112650500
911115|AHNC|Atchison Casting Corp||3320|KS|KS|481156578
1304409|AHNR|Athena Silver Corp|OTC|2082|CA|DE|900158978
879181|AHOM|American Homepatient Inc||8082|TN|NV|272457306
1574085|AHP|Ashford Hospitality Prime Inc|NYSE|6798|TX|MD|462488594
874710|AHPI|Allied Healthcare Products Inc|NASDAQ|3842|MO|DE|231370721
1050112|AHR|Anthracite Capital Inc|NYSE|6798|NY|MD|133978906
1175596|AHR|Amarc Resources LTD||1040|A1||
1377053|AHRO|Atheronova Inc|OTC|2834|CA|DE|201915083
1142750|AHS|Amn Healthcare Services Inc|NYSE|8090|CA|DE|61500476
1232582|AHT|Ashford Hospitality Trust Inc|NYSE|6798|TX|MD|861062192
724533|AIA|American Insured Mortgage Investors|NYSE ARCA|6799|MD|CA|133180848
1282552|AIC|Aames Investment Corp|NYSE|6798|CA|MD|341981408
74783|AICIQ|Acceptance Insurance Companies Inc|OTC|6331|IA|DE|310742926
27425|AICO|Amcast Industrial Corp||3490|OH|OH|310258080
816066|AICX|Applied Imaging Corp||3841|CA|DE|770120490
1220286|AIDA|Aida Pharmaceuticals Inc|OTC|2834|F4|NV|810592184
1005356|AIDO|Advanced Id Corp||3674|A0|NV|460439668
1089799|AIDP|Accuimage Diagnostics Corp||7371|CA|NV|330713615
1526697|AIF|Apollo Tactical Income Fund Inc|NYSE||NY|MD|
5272|AIG|American International Group Inc|NYSE|6331|NY|DE|132592361
46653|AIH|Ablest Inc||7363|FL|DE|160803301
753281|AII|American Insured Mortgage Investors Series 85 LP||6799|MD|CA|133257662
784014|AIJ|American Insured Mortgage Investors LP Series 86||6799|MD|DE|132943272
811437|AIK|American Insured Mortgage Investors LP Series 88||6799|MD|DE|133398206
109471|AIM|Aerosonic Corp||3812|FL|DE|741668471
1374535|AIMC|Altra Industrial Motion Corp|NASDAQ|3569|MA|DE|611478870
879106|AIMM|Autoimmune Inc|OTC|2836|CA|DE|133489062
819793|AIN|Albany International Corp|NYSE|2221|NY|DE|140462060
798399|AINN|Applied Innovation Inc||3661|OH|DE|311177192
1278752|AINV|Apollo Investment Corp|NASDAQ|||MD|522439556
817135|AIQ|Alliance Healthcare Services Inc|NASDAQ|8071|CA|CA|330239910
1750|AIR|Aar Corp|NYSE|3720|IL|DE|362334820
1135185|AIR|Atlas Air Worldwide Holdings Inc|NYSE|4522|NY|DE|134146982
816159|AIRM|Air Methods Corp|NASDAQ|4522|CO|DE|840915893
1105542|AIRN|Airspan Networks Inc||3663|FL|WA|
353184|AIRT|Air T Inc|NASDAQ|4513|NC|DE|521206400
1116435|AIRV|Airvana Inc|NASDAQ|3661|MA|DE|
1500123|AIRW|Airware Labs Corp|OTCBB|3843|AZ|DE|980665018
109563|AIT|Applied Industrial Technologies Inc|NYSE|5080|OH|OH|340117420
1081372|AITX|Airtrax Inc||6770|NJ|NJ|223506376
922864|AIV|Apartment Investment & Management Co|NYSE|6798|CO|MD|841259577
1471302|AIVI|Ecochild Inc|OTC|5140|MA|NV|
5656|AIVN|American International Ventures Inc|OTC|9995|FL|DE|223489463
1267238|AIZ|Assurant Inc|NYSE|6321|||391126612
854858|AJAYP|Ajay Sports Inc||3949|MI||391644025
354190|AJG|Gallagher Arthur J & Co|NYSE|6411|IL|DE|362151613
1394108|AJGI|American Jianye Greentech Holdings LTD||5160|NY|NV|205548974
1144515|AJSB|Ajs Bancorp Inc|OTC|6021|IL|DE|
1576336|AJSB|Ajs Bancorp Inc|OTC|6021|IL|MD|
1086222|AKAM|Akamai Technologies Inc|NASDAQ|7389|MA|DE|43432319
1321834|AKER|Akers Biosciences Inc|NASDAQ|2835|NJ||
1042420|AKES|Akesis Pharmaceuticals Inc||7389|CA|NV|841409219
804888|AKLM|Acclaim Entertainment Inc||7372|NY|DE|382698904
1162028|AKP|Alliance California Municipal Income Fund|NYSE||NY||
1081860|AKPB|Alaska Pacific Bancshares Inc|OTCBB|6035|AK|AK|920167101
899629|AKR|Acadia Realty Trust|NYSE|6798|NY|MD|232715194
1104040|AKRK|Asia Cork Inc|OTC|2400|F4||133912047
3116|AKRN|Akorn Inc|NASDAQ|2834|IL|LA|720717400
918160|AKS|Ak Steel Holding Corp|NYSE|3312|OH|DE|311401455
902600|AKSY|Aksys LTD|OTC|3845|IL|DE|363890205
1191359|AKVA|Arkanova Energy Corp|OTC|1381|TX|NV|680542002
1460685|AKYI|Accesskey Ip Inc||4841|NM|NV|411735422
1487712|AL|Air Lease Corp|NYSE|7359|CA|DE|271840403
926966|ALAB|Alabama National Bancorporation||6022|AL|DE|631114426
98618|ALAN|Alanco Technologies Inc|OTC|3572|AZ|AZ|860220694
915913|ALB|Albemarle Corp|NYSE|2821|LA|VA|541692118
1310817|ALBA|Aldabra Acquisition Corp||1600|NY|DE|201918691
1074369|ALBY|Community Capital Bancshares Inc|OTC|6021|GA||582413468
929994|ALC|Assisted Living Concepts Inc|NYSE|8050|WI|NV|931148702
708484|ALCD|Alcide Corp||2870|WA|DE|222445061
3642|ALCI|Allcity Insurance Co||6331|NY|NY|132530665
3545|ALCO|Alico Inc|NASDAQ|100|FL|FL|590906081
3906|ALD|Allied Capital Corp|NYSE ARCA||DC|MD|521081052
902272|ALDA|Aldila Inc|OTC|3949|CA|DE|133645590
1358652|ALDM|Opes Exploration Inc||1000|A1|NV|
1556766|ALDW|Alon USA Partners LP|NYSE|2911|TX|TX|460810241
66756|ALE|Allete Inc|NYSE|4931|MN|MN|410418150
1545654|ALEX|Alexander & Baldwin Inc|NYSE|6500|HI|HI|454849780
743532|ALFA|Alfa Corp|NYSE ARCA|6331|AL|DE|
1172095|ALFC|Atlantic Liberty Financial Corp||6035||DE|161615014
1187449|ALFE|CNK Global Inc|OTC|6411|FL||522177342
897077|ALG|Alamo Group Inc|NYSE|3523|TX|DE|741621248
8855|ALGI|American Locker Group Inc|OTC|2540|TX|DE|160338330
1097149|ALGN|Align Technology Inc|NASDAQ|3842|CA|DE|943267295
1362468|ALGT|Allegiant Travel Co|NASDAQ|4512|NV|NV|204745737
1087216|ALHC|Alliance Healthcard Inc||7331|GA||582445301
1070361|ALIF|Artificial Life Inc|OTC|7372|NY|DE|43253298
1267602|ALIM|Alimera Sciences Inc|NASDAQ|2834|GA|DE|
1325955|ALJ|Alon USA Energy Inc|NYSE|2911|TX|DE|742966572
766421|ALK|Alaska Air Group Inc|NYSE|4512|WA|DE|911292054
874663|ALKS|Alkermes Inc|NASDAQ|2834|MA|PA|232472830
1520262|ALKS|Alkermes PLC|NASDAQ|2834|L2||981007018
899051|ALL|Allstate Corp|NYSE|6331|IL|DE|363871531
1373079|ALLB|Alliance Bancorp Inc Of Pennsylvania|NASDAQ|6035|PA|X1|
1500711|ALLB|Alliance Bancorp Inc Of Pennsylvania|NASDAQ|6036|PA|PA|
1045260|ALLC|Alliance Towers Inc||9995|FL|FL|650986953
703970|ALLE|Allegiant Bancorp Inc|NYSE|6021|MO|MO|431262037
1579241|ALLE|Allegion PLC|NYSE|7381|L2|L2|981108930
847935|ALLI|Care Group Inc||8082|NY|DE|112962027
1020391|ALLN|Allin Corp|OTC|7373|PA|DE|251795265
736994|ALLP|Alliance Pharmaceutical Corp|OTC|2835|CA|NY|141644018
1365767|ALLT|Allot Communications LTD|NASDAQ|3576|L3|L3|
93730|ALM|Allmerica Securities Trust|||MA|MA|42508688
1360334|ALME|Alamo Energy Corp|OTC|1382|TX|NV|980489669
1100542|ALMG|Alamogordo Financial Corp|OTCBB|6199|NM||742819148
1343957|ALMN|Allmarine Consultants Corp||4400|TX|NV|352255990
1140188|ALMO|Alamosa Holdings LLC|||TX|DE|752900875
3721|ALN|Allen Telecom Inc|NYSE MKT|3663|OH|DE|380290950
1117057|ALN|American Lorain Corp|NYSE MKT|2030|F4|NV|870430320
796317|ALNC|Alliance Financial Corp||6021|NY|NY|161276885
1178670|ALNY|Alnylam Pharmaceuticals Inc|NASDAQ|2834|MA||770602661
730469|ALO|Alpharma Inc|NYSE|2834|NJ|DE|222095212
1211524|ALOD|Allied Resources Inc|OTCBB|1311|UT|NV|550608764
6284|ALOG|Analogic Corp|NASDAQ|3825|MA|MA|42454372
8146|ALOT|Astro Med Inc|NASDAQ|3577|RI|RI|50318215
1080359|ALOY|Alloy Inc||7310|NY|DE|43310676
1092807|ALPE|Alpine Air Express Inc|OTC|4522|UT|DE|330619518
1002132|ALPH|Alphanet Solutions Inc|OTC|5045|NJ|NJ|222554535
1128227|ALPN|First Federal Of Northern Michigan Bancorp Inc|OTC|6021|MI||383567362
3153|ALPPRN|Alabama Power Co|NYSE|4911|AL|AL|630004250
1054274|ALQA|Alliqua Inc|OTC|3841|PA|FL|582349413
1145460|ALR|Alere Inc|NYSE|2835|MA|DE|43565120
920521|ALRC|Alternative Resources Corp||7363|IL|DE|382791069
1044119|ALRG|Allergy Research Group Inc||5122|CA|FL|133940486
1087022|ALRT|Alr Technologies Inc|OTC|3669|VA|NV|880225807
1114936|ALRX|Umeworld LTD||2834|K3|D8|980177440
913293|ALSC|Alliance Semiconductor Corp|OTC|3674|CA|DE|770057842
1089511|ALSK|Alaska Communications Systems Group Inc|NASDAQ|4813|AK|DE|522126573
1264388|ALSM|Alphasmart Inc||7371|CA|DE|770298384
1411207|ALSN|Allison Transmission Holdings Inc|NYSE|3714|IN|DE|
1421538|ALSO|Infinity Augmented Reality Inc|OTC|6199|NY|NV|711013330
1141719|ALTE|Max Re Capital LTD||6331|D0||
1097264|ALTH|Allos Therapeutics Inc||2834|CO|DE|541655029
1016546|ALTI|Altair Nanotechnologies Inc|NASDAQ|2890|NV|Z4|331084375
949244|ALTM|Alternate Marketing Networks Inc||7310|MI|DE|382841197
1430124|ALTO|Alto Group Holdings Inc|OTC|1040|NY|NV|
768251|ALTR|Altera Corp|NASDAQ|3674|CA|DE|770016691
1340744|ALTU|Altus Pharmaceuticals Inc||2836|MA|DE|43573277
104777|ALTV|Alteva Inc|NYSE MKT|4813|PA|NY|141160510
846538|ALU|Allou Health & Beauty Care Inc|NYSE|5122|NY|DE|112953972
1034670|ALV|Autoliv Inc|NYSE|3714|UT|DE|510378542
3499|ALX|Alexanders Inc|NYSE|6798|NJ|DE|510100517
1344413|ALXA|Alexza Pharmaceuticals Inc|NASDAQ|2834|CA|DE|770567768
899866|ALXN|Alexion Pharmaceuticals Inc|NASDAQ|2834|CT|DE|133648318
3982|ALY|Allis Chalmers Energy Inc|NYSE|1389|TX|DE|390126090
1126003|ALYI|Alternet Systems Inc|OTC|7372|FL|NV|880473897
5133|AM|American Greetings Corp|NYSE|2771|OH|OH|340065325
700721|AMAC|American Medical Alert Corp||7380|NY|NY|112571221
792977|AMAG|Amag Pharmaceuticals Inc|NASDAQ|2834|MA|DE|42742593
1014763|AMAR|Amarillo Biosciences Inc|OTC|2834|TX|TX|751974352
1023198|AMAS|Stemgen Inc||6799|VA|DE|541812385
6951|AMAT|Applied Materials Inc|NASDAQ|3674|CA|DC|941655526
1045609|AMB|Prologis Inc|NYSE|6798|CA|MD|943281941
1280263|AMBA|Ambarella Inc|NASDAQ|3674|CA||
1040491|AMBB|Americasbank Corp||6035|MD|MD|521948980
276750|AMBE|Amber Resources Co Of Colorado||1311|CO|DE|840750506
1131543|AMBI|Ambit Biosciences Corp|NASDAQ|2834|CA|DE|330909648
1163747|AMBK|American Bank Inc|OTC|6021|PA|PA|10593266
1424812|AMBS|Amarantus Bioscience Holdings Inc|OTC|2834|CA|NV|
1047919|AMBT|Ambient Corp|NASDAQ|4813|MA|DE|980166007
878774|AMC|American Mortgage Acceptance Co|NYSE|6798|NY|MA|136972380
1411579|AMC|Amc Entertainment Holdings Inc|NYSE|7830|KS|DE|260303916
711065|AMCC|Applied Micro Circuits Corp|NASDAQ|3674|CA|DE|942586591
774517|AMCE|American Learning Corp||8300|NY|NY|112601199
1469606|AMCF|Andatee China Marine Fuel Services Corp|NASDAQ|5171|F4|DE|800445030
1435772|AMCG|Destiny Minerals Inc|OTC|1000|A6|NV|980579264
350193|AMCI|American Millennium Corp Inc||4813|CO|DE|850273340
1343009|AMCM|American Mining Corp|OTC|1000|NV|NV|203373669
1009667|AMCP|Amcomp Inc||6331|FL|DE|650636842
1514991|AMCX|Amc Networks Inc|NASDAQ|4841|NY|DE|275403694
2488|AMD|Advanced Micro Devices Inc|NYSE|3674|CA|DE|941692300
1130781|AMDR|Viratech Corp||7812|CA|NV|912090516
1037868|AME|Ametek Inc|NYSE|3621|PA|DE|141682544
1318820|AMEC|4C Controls Inc||3812|NJ||980446287
896262|AMED|Amedisys Inc|NASDAQ|8082|LA|DE|113131700
1083446|AMEH|Apollo Medical Holdings Inc|OTC|8090|CA|DE|870042699
1037599|AMEN|Amen Properties Inc|OTC|6798|TX|DE|541831588
1111312|AMEV|Applied Molecular Evolution Inc||8731|CA|DE|330374014
838133|AMF|Acm Managed Income Fund Inc|||NY|NY|133482100
915393|AMFC|Amb Financial Corp|OTCBB|6035|IN|DE|351905382
788340|AMFE|Amfil Technologies Inc|OTC|2810|CA|NY|133296819
714756|AMFI|Amcore Financial Inc||6021|IL|NV|363183870
894972|AMFM|Amfm Inc||4832|TX|DE|752247099
1105949|AMFS|Ameri First Financial Group Inc||6199|TX||752610236
1004434|AMG|Affiliated Managers Group Inc|NYSE|6282|MA|DE|43218510
1344708|AMGI|American Mold Guard Inc|OTC|7340|CA||743077656
61442|AMGIA|Ascent Media Group Inc||7822|CA|DE|131679856
318154|AMGN|Amgen Inc|NASDAQ|2836|CA|DE|953540776
1109504|AMGO|Adira Energy LTD||1382|A6|Z4|
1534155|AMGTI|Ameri Metro Inc Formerly Yellowwood||1600|PA|DE|
1051717|AMH|Athene USA Corp|NYSE|6311|IA|IA|
1562401|AMH|American Homes 4 Rent|NYSE|6798|CA|MD|461229660
854862|AMHI|American Healthchoice Inc||8011|TX|NY|112931252
817161|AMI|Alaris Medical Systems Inc|NYSE|3841|CA|DE|133492624
97196|AMIC|American Independence Corp|NASDAQ|6321|NY|DE|111817252
1513965|AMID|American Midstream Partners LP|NYSE|4922|CO|DE|270855785
946842|AMIE|Ambassadors International Inc||4700|CA|DE|911688605
1073146|AMIN|American International Industries Inc|OTC|6799|TX|NV|880326480
1161963|AMIS|Amis Holdings Inc||3674|ID||510309588
766430|AMK|American Technical Ceramics Corp||3670|NY|DE|112113382
1047127|AMKR|Amkor Technology Inc|NASDAQ|3674|AZ|DE|231722724
1361566|AMKR|Amkor International Holdings LLC|NASDAQ||DE|DE|202104441
914724|AML|Amli Residential Properties Trust||6798|IL|MD|363925916
1124197|AMLH|American Leisure Holdings Inc|OTC|6500|FL|NV|752877111
1003640|AMLJ|Aml Communications Inc||3669|CA|DE|770130894
1356371|AMLM|American Lithium Minerals Inc|OTC|1000|NV||711049972
881464|AMLN|Amylin Pharmaceuticals Inc||2834|CA|DE|330266089
841866|AMM|Ams Health Sciences Inc||5099|OK|OK|731323256
1114200|AMMD|American Medical Systems Holdings Inc||3842|MN|DE|134018241
826444|AMMY|American Metal & Technology Inc||3320|F4|DE|222856171
790730|AMN|Ameron International Corp|NYSE|3270|CA|DE|770100596
741516|AMNB|American National Bankshares Inc|NASDAQ|6021|VA|VA|541284688
771944|AMNB|American National Bancshares Inc|NASDAQ|6021|VA|VA|541284688
8328|AMNL|Applied Minerals Inc|OTC|1040|NY|DE|820096527
1069389|AMNM|Amnis Systems Inc||2851|CA|DE|330821967
799414|AMNN|China Agricorp Inc||6770|F4|NV|841052279
1035744|AMNT|Amnet Mortgage Inc|NYSE MKT|6798|CA|MD|330741174
928609|AMO|Alliance All Market Advantage Fund Inc|||NY|MD|133786012
46129|AMOT|Allied Motion Technologies Inc|NASDAQ|3825|NY|CO|840518115
820027|AMP|Ameriprise Financial Inc|NYSE|6282|MN|DE|133180631
1016151|AMPD|Wi-tron Inc|OTCBB|3679|NJ|DE|223440510
1425287|AMPD|Amp Holding Inc|OTCBB|3711|OH|NV|261394771
1138593|AMPE|American Petroleum Group Inc|NYSE MKT|1000|IL|NV|
1411906|AMPE|Ampio Pharmaceuticals Inc|NYSE MKT|2834|CO|DE|260179592
724024|AMPH|American Physicians Service Group Inc||6331|TX|TX|751458323
1292521|AMPI|True North Energy Corp||1311|TX||980434820
731859|AMPL|Ampal-american Israel Corp||6799|NY|NY|130435685
887433|AMPX|Ampex Corp||3663|CA|DE|133667696
1103086|AMRA|American Racing Capital Inc|OTC|7948|TX|NV|870631750
1108236|AMRB|American River Bankshares|NASDAQ|6022|CA|CA|680352144
1488139|AMRC|Ameresco Inc|NYSE|1700|MA|DE|43512838
1065087|AMRI|Albany Molecular Research Inc|NASDAQ|8731|NY|DE|141742717
897448|AMRN|Amarin Corp PLC|NASDAQ|2834|L2|X0|
1120246|AMRN|Amarin Corp PLC|NASDAQ|2834|X0||
1100747|AMRS|Tara Gold Resources Corp|NASDAQ|1000|NV|NV|880441332
1365916|AMRS|Amyris Inc|NASDAQ|2860|CA|DE|
1430415|AMRZ|Encompass Energy Services Inc||1311|OK|DE|743252949
744825|AMS|American Shared Hospital Services|NYSE MKT|8071|CA|CA|942918118
880807|AMSC|American Superconductor Corp|NASDAQ|3621|MA|DE|42959321
1052994|AMSE|Amstar Financial Services Inc|OTCBB|6162|FL|FL|650181535
879957|AMSF|Aames Financial Corp|NASDAQ|6162|CA|DE|954340340
1018979|AMSF|Amerisafe Inc|NASDAQ|6331|LA|TX|752069407
895930|AMSG|Amsurg Corp|NASDAQ|8011|TN|TN|621493316
1099674|AMSI|Artemis International Solutions Corp||7372|CA|DE|134023714
1141880|AMSN|American Market Support Network Inc||7389|TX||880483722
907033|AMST|American Stone Industries Inc||3281|OH|DE|133704099
1360479|AMST|Stem Cell Therapy International Inc||8071|FL|NV|880374180
1142801|AMSU|Amanasu Environment Corp|OTC|4955|NY|NV|980347883
1307701|AMSV|Cono Italiano Inc||2090|NJ|NV|841665042
713425|AMSWA|American Software Inc|NASDAQ|7372|GA|GA|581098795
310624|AMSY|American Management Systems Inc||7370|VA|DE|540856778
1053507|AMT|American Tower Corp|NYSE|6798|MA|DE|650723837
741559|AMTA|Amistar Corp|OTC|3559|CA|CA|952747332
1064015|AMTC|Ameritrans Capital Corp|OTC||NY|DE|522102424
1173431|AMTD|TD Ameritrade Holding Corp|NYSE|6211|NE|DE|820543156
1515980|AMTG|Apollo Residential Mortgage Inc|NYSE|6798|NY|MD|450679215
1250485|AMTN|Dematco Inc||7812|CA|DE|954810658
1017797|AMTU|Amt Group Inc||6162|NY|NV|953811580
945828|AMTY|Amerityre Corp|OTC|3011|NV|NV|870535207
897513|AMU|Acm Municipal Securities Income Fund Inc|NYSE ARCA||NY|MD|
927102|AMV|Amerivest Properties Inc||6798|CO|MD|841240264
1393816|AMV|Alternative Asset Management Acquisition Corp|NYSE MKT|6770|NY|DE|208450938
1041580|AMW|American Water Star  Inc|NYSE MKT|2080|NV|NV|870636498
794619|AMWD|American Woodmark Corp|NASDAQ|2430|VA|VA|541138147
1495191|AMWI|Amwest Imaging Inc||7389|NV|NV|272336038
1094363|AMWW|Aims Worldwide Inc|OTC|7900|VA|NV|870567854
944248|AMXC|Amx Corp||3670|TX|TX|751815822
1273507|AMXG|Wind Works Power Corp||1040|A6|NV|980409895
913957|AMY|Amreit|NYSE|6798|TX|TX|760410050
878897|AMZ|American Medical Security Group Inc||6324|WI|WI|391431799
1088781|AMZB|Amazon Biotech Inc||2834|NY||870416131
1282613|AMZG|American Eagle Energy Corp|OTCBB|1000|CO|NV|
1018724|AMZN|Amazon Com Inc|NASDAQ|5961|WA|DE|911646860
1518548|AMZZ|Amazonica Corp|OTCBB|5211|D5|NV|990363013
350698|AN|Autonation Inc|NYSE|5500|FL|DE|731105145
1411158|ANAC|Anacor Pharmaceuticals Inc|NASDAQ|2834|CA|DE|251854385
940332|ANAD|Anadigics Inc|NASDAQ|3674|NJ|DE|222582106
904163|ANAT|American National Insurance Co|NASDAQ|6311|TX|TX|740484030
1448301|ANCB|Anchor Bancorp|NASDAQ|6036|WA|WA|263356075
944163|ANCC|Airnet Communications Corp||3663|FL|DE|593218138
6260|ANCPA|Anacomp Inc|OTC|3861|CA|IN|351144230
4811|ANCS|American Consumers Inc|OTC|5411|GA|GA|581033765
1500122|ANCV|Gold Union Inc|OTCBB|3841|K3|DE|421772663
1176316|ANCX|Access National Corp|NASDAQ|6035|VA|VA|820545425
6494|AND|Andrea Electronics Corp|NYSE ARCA|3663|NY|NY|110482020
821026|ANDE|Andersons Inc|NASDAQ|5150|OH|OH|341562374
1128495|ANDS|Anadys Pharmaceuticals Inc||2834|CA||223193172
317093|ANDW|Andrew Corp||3357|IL|DE|362092797
1046002|ANE|Alliance Bancorp Of New England Inc||6036|CT|DE|61495617
6314|ANEN|Anaren  Inc|NASDAQ|3663|NY|NY|160928561
1018840|ANF|Abercrombie & Fitch Co|NYSE|5651|OH|DE|311469076
1490161|ANFC|Black Ridge Oil & Gas Inc|OTC|1311|MN|DE|272345075
1491778|ANGI|Angies List Inc|NASDAQ|7310|IN|DE|272440197
815093|ANGN|MGC Diagnostics Corp||3841|MN|MN|411579150
1275187|ANGO|Angiodynamics Inc|NASDAQ|3841|NY|DE|113146460
1047884|ANH|Anworth Mortgage Asset Corp|NYSE|6798|CA|MD|522059785
913614|ANII|Advanced Nutraceuticals Inc||2834|CO|TX|760642336
898437|ANIK|Anika Therapeutics Inc|NASDAQ|3841|MA|MA|43145961
1023024|ANIP|Ani Pharmaceuticals Inc|NASDAQ|2834|MN|DE|582301143
804138|ANL|American Land Lease Inc|NYSE|6798|FL|DE|841038736
753048|ANLT|Axion International Holdings Inc||3086|NJ|CO|840846389
6292|ANLY|Analysts International Corp|NASDAQ|7371|MN||410905408
874214|ANN|Ann Inc|NYSE|5621|NY|DE|133499319
1041429|ANNB|Annapolis Bancorp Inc||6021|MD|MD|521648903
1415917|ANNO|American Nano Silicon Technologies Inc|OTC|2821|F4|CA|330726410
1096481|ANPI|Angiotech Pharmaceuticals Inc||2834|A1||
1452872|ANPZ|American Restaurant Concepts Inc|OTC|6794|LA|FL|593649554
1051628|ANR|Annuity & Life Re Holdings LTD|NYSE|6311|D0||
1310243|ANR|Alpha Natural Resources Inc|NYSE|1221|VA|DE|
1011696|ANS|Airnet Systems Inc|NYSE MKT|4512|OH|OH|311458309
1496690|ANSH|TBSS International Inc||5700|FL|NV|260478989
351721|ANSI|Advanced Neuromodulation Systems Inc||3841|TX|TX|751646002
1057379|ANSR|Hackett Group Inc||8742|FL|FL|650750100
1013462|ANSS|Ansys Inc|NASDAQ|7372|PA|DE|43219960
849433|ANST|Ansoft Corp||7372|PA|PA|721001901
1283073|ANSW|Answers Corp|NYSE MKT|7372|NY||
1090709|ANT|Anteon Corp||7370|VA|VA|541023915
1163842|ANT|Anteon International Corp|NYSE|7373|VA|DE|133880755
1316175|ANTH|Anthera Pharmaceuticals Inc|NASDAQ|2834|CA|DE|201852016
6732|ANTL|Lipidviro Tech Inc||2836|UT|NV|870678927
724267|ANTP|Phazar Corp||3663|TX|DE|751907070
796655|ANTS|Ants Software Inc||7371|GA|DE|133054685
1097575|ANTX|Acunetx Inc||3841|CO|NV|880249812
1376610|ANV|Allied Nevada Gold Corp|NYSE MKT|1040|NV|DE|
353681|ANVS|Anv Security Group Inc|OTCBB|3669|F4|NV|133089537
1160308|ANX|Mast Therapeutics Inc|NYSE MKT|2834|CA|DE|841318182
1090514|AOB|American Oriental Bioengineering Inc|NYSE|2834|F4|CO|911948329
1120916|AOBGI|American Oil & Gas Inc|NYSE MKT|1311|CO|NV|880451554
315293|AOC|Aon PLC|NYSE|6411|X0|X0|363051915
1379400|AOD|Alpine Total Dynamic Dividend Fund|NYSE||NY|DE|205785181
834933|AOF|Acm Government Opportunity Fund Inc|||NY|MD|133479663
1080634|AOGC|Australian Oil & Gas Corp|OTC|1311|C3|DE|841379164
918573|AOGS|Avalon Oil & Gas Inc||1311|MN|CO|841168832
944020|AOHO|Green Globe International Inc||7389|CA|DE|134171971
939930|AOI|Alliance One International Inc|NYSE|5150|NC|VA|541746567
1081074|AOIL|Armada Oil Inc|OTCBB|1311|TX|NV|980195748
1544400|AOIX|American Oil & Gas Inc|OTCBB|1382|A1|NV|990372611
1468516|AOL|Aol Inc|NYSE|7374|NY|DE|204268793
1100395|AOLA|America Online Latin America Inc||7370|FL|DE|650963212
1261734|AOLS|Aeolus Pharmaceuticals Inc|OTC|2834|CA|DE|561953785
1395005|AOME|Aom Minerals LTD||1000|A6|NV|980525503
1167178|AONE|A123 Systems Inc|NASDAQ|3690|MA|DE|43583876
1048237|AOOR|Apollo Resources International Inc||1311|TX|UT|841431425
1033523|AOR|Aurora Foods Inc|NYSE ARCA|2090|CA|DE|943303521
3753|AORGB|Allen Organ Co||3931|PA|PA|231263194
91142|AOS|Smith A O Corp|NYSE|3630|WI|DE|390619790
1387467|AOSL|Alpha & Omega Semiconductor LTD|NASDAQ|3674|CA||
824803|AOT|Apogent Technologies Inc||3821|WI|WI|222849508
17544|AOTL|Aerotelesis Inc||4813|CA|DE|952554669
6176|AP|Ampco Pittsburgh Corp|NYSE|3561|PA|PA|251117717
